"","Altitude","Forest.Cover","Forest.Density","Broadleaf.Trees","E2.Layer","E2.Confiers","E1.Layer","E1Height","Slope","Rocks","Exposition","Species","Count","Site"
"22.36",885,4,2,"1",2,3,7,3,6,"no","cold","Turdus.viscivorus",0,22
"23.36",1025,4,2,"2",0,0,4,1,5,"no","cold","Turdus.viscivorus",0,23
"24.36",1095,4,2,"3",0,0,8,1,6,"no","cold","Turdus.viscivorus",0,24
"25.36",1155,2,2,"2",1,2,6,2,4,"no","cold","Turdus.viscivorus",0,25
"26.36",1190,3,2,"2",2,2,5,2,7,"no","cold","Turdus.viscivorus",0,26
"27.36",1295,2,2,"0",2,4,6,2,6,"no","cold","Turdus.viscivorus",0,27
"28.36",930,4,2,"4",1,0,6,2,8,"no","cold","Turdus.viscivorus",0,28
"29.36",1000,3,2,"4",1,0,9,4,7,"no","cold","Turdus.viscivorus",0,29
"30.36",1090,4,1,"2",3,4,9,3,5,"no","cold","Turdus.viscivorus",0,30
"31.36",1180,2,2,"2",2,2,4,1,3,"no","cold","Turdus.viscivorus",0,31
"32.36",1175,3,2,"4",3,0,8,2,4,"no","warm","Turdus.viscivorus",0,32
"33.36",1170,4,2,"4",2,0,8,2,8,"no","warm","Turdus.viscivorus",0,33
"34.36",1190,4,2,"4",3,0,9,2,9,"no","warm","Turdus.viscivorus",0,34
"35.36",910,4,2,"4",0,0,7,2,8,"no","cold","Turdus.viscivorus",0,35
"36.36",1050,4,3,"2",0,0,8,2,4,"no","cold","Turdus.viscivorus",0,36
"37.36",1035,4,1,"3",3,2,9,3,4,"no","warm","Turdus.viscivorus",0,37
"38.36",1010,2,1,"4",3,0,9,3,9,"no","warm","Turdus.viscivorus",1,38
"39.36",1135,4,2,"4",3,0,9,3,9,"no","cold","Turdus.viscivorus",0,39
"40.36",1190,4,2,"4",1,0,9,3,9,"no","warm","Turdus.viscivorus",0,40
"41.36",910,4,2,"4",0,0,6,2,9,"no","warm","Turdus.viscivorus",0,41
"42.36",1050,4,2,"3",0,0,9,2,7,"no","warm","Turdus.viscivorus",0,42
"43.36",1045,1,2,"4",3,1,9,2,8,"no","warm","Turdus.viscivorus",0,43
"1.37",860,4,3,"2",2,2,3,1,8,"no","cold","Parus.palustris",0,1
"2.37",1010,4,3,"2",0,0,1,1,5,"yes","cold","Parus.palustris",0,2
"3.37",1070,4,2,"2",2,2,4,1,8,"no","cold","Parus.palustris",2,3
"4.37",1050,4,2,"2",2,2,3,1,9,"no","cold","Parus.palustris",2,4
"5.37",1030,4,2,"2",2,2,6,1,7,"no","cold","Parus.palustris",0,5
"6.37",880,4,1,"2",2,2,5,2,9,"yes","cold","Parus.palustris",0,6
"7.37",1035,4,3,"2",2,0,1,1,6,"yes","cold","Parus.palustris",0,7
"8.37",1130,4,2,"2",2,2,4,1,1,"no","cold","Parus.palustris",0,8
"9.37",1090,2,2,"3",2,0,8,1,6,"no","cold","Parus.palustris",0,9
"10.37",1105,2,2,"4",3,2,9,2,6,"no","cold","Parus.palustris",0,10
"11.37",1240,4,1,"2",1,4,8,2,6,"yes","cold","Parus.palustris",0,11
"12.37",1235,4,1,"2",3,2,9,3,7,"no","cold","Parus.palustris",0,12
"13.37",1220,3,2,"4",0,0,9,2,6,"no","cold","Parus.palustris",0,13
"14.37",1180,0,0,"0",3,1,8,3,7,"no","cold","Parus.palustris",0,14
"15.37",1275,3,2,"2",3,2,8,1,5,"yes","warm","Parus.palustris",0,15
"16.37",1315,2,2,"0",0,0,9,1,5,"yes","warm","Parus.palustris",0,16
"17.37",1275,4,2,"2",2,2,8,2,6,"no","cold","Parus.palustris",0,17
"18.37",1330,2,2,"1",1,3,6,2,7,"no","cold","Parus.palustris",0,18
"19.37",860,2,2,"1",1,3,8,2,5,"no","cold","Parus.palustris",0,19
"20.37",1285,3,2,"2",1,2,7,2,6,"no","warm","Parus.palustris",0,20
"21.37",1330,1,1,"1",1,4,8,1,6,"yes","warm","Parus.palustris",0,21
"22.37",885,4,2,"1",2,3,7,3,6,"no","cold","Parus.palustris",0,22
"23.37",1025,4,2,"2",0,0,4,1,5,"no","cold","Parus.palustris",0,23
"24.37",1095,4,2,"3",0,0,8,1,6,"no","cold","Parus.palustris",0,24
"25.37",1155,2,2,"2",1,2,6,2,4,"no","cold","Parus.palustris",0,25
"26.37",1190,3,2,"2",2,2,5,2,7,"no","cold","Parus.palustris",0,26
"27.37",1295,2,2,"0",2,4,6,2,6,"no","cold","Parus.palustris",0,27
"28.37",930,4,2,"4",1,0,6,2,8,"no","cold","Parus.palustris",0,28
"29.37",1000,3,2,"4",1,0,9,4,7,"no","cold","Parus.palustris",0,29
"30.37",1090,4,1,"2",3,4,9,3,5,"no","cold","Parus.palustris",0,30
"31.37",1180,2,2,"2",2,2,4,1,3,"no","cold","Parus.palustris",0,31
"32.37",1175,3,2,"4",3,0,8,2,4,"no","warm","Parus.palustris",0,32
"33.37",1170,4,2,"4",2,0,8,2,8,"no","warm","Parus.palustris",0,33
"34.37",1190,4,2,"4",3,0,9,2,9,"no","warm","Parus.palustris",0,34
"35.37",910,4,2,"4",0,0,7,2,8,"no","cold","Parus.palustris",0,35
"36.37",1050,4,3,"2",0,0,8,2,4,"no","cold","Parus.palustris",0,36
"37.37",1035,4,1,"3",3,2,9,3,4,"no","warm","Parus.palustris",0,37
"38.37",1010,2,1,"4",3,0,9,3,9,"no","warm","Parus.palustris",0,38
"39.37",1135,4,2,"4",3,0,9,3,9,"no","cold","Parus.palustris",0,39
"40.37",1190,4,2,"4",1,0,9,3,9,"no","warm","Parus.palustris",0,40
"41.37",910,4,2,"4",0,0,6,2,9,"no","warm","Parus.palustris",0,41
"42.37",1050,4,2,"3",0,0,9,2,7,"no","warm","Parus.palustris",0,42
"43.37",1045,1,2,"4",3,1,9,2,8,"no","warm","Parus.palustris",0,43
